iteration,x,y
19,8.84898,40.9443
19,0.948021,35.2607
19,21.4957,46.0737
19,17.9169,44.6374
19,39.1675,26.7556
19,40.1755,31.4477
19,43.8697,28.476
19,44.562,32.8775
19,30.83,46.0499
19,48.3507,29.8505
19,26.9063,48.5231
19,48.6876,34.1512
19,34.7008,48.3569
19,52.9689,35.5575
19,38.2979,50.9912
19,53.006,31.352
19,31.1977,50.8702
19,41.1026,53.3917
19,57.3075,37.0975
19,57.728,32.9884
19,35.1771,53.6232
19,61.4329,38.7199
19,45.1673,57.0324
19,38.2451,56.2006
19,62.2175,34.7201
19,48.0947,59.4217
19,66.1761,40.717
19,42.6596,60.1502
19,67.3705,36.8775
19,52.3879,62.7603
19,74.2524,44.1766
19,69.7097,42.222
19,45.8413,62.7387
19,71.206,38.5116
19,55.4678,65.398
19,78.2843,45.7182
19,50.4942,66.3722
19,80.5404,42.2326
19,76.1383,40.6304
19,82.5185,46.8222
19,58.7008,68.6848
19,85.188,43.2072
19,87.3215,47.4729
19,53.7707,69.3107
19,90.4277,43.686
19,81.124,60.9932
19,90.6451,47.7036
19,84.3149,57.3433
19,87.7945,55.3601
19,79.244,64.9548
19,94.04,43.8596
19,92.1597,54.998
19,89.2091,59.1106
19,85.0943,62.2932
19,96.0439,47.9853
19,61.6289,72.0608
19,78.3444,69.3116
19,82.9417,66.5236
19,100.14,48.5954
19,96.5363,56.0854
19,93.5232,59.332
19,99.8763,44.435
19,82.2404,71.2952
19,103.648,51.6481
19,101.059,57.7499
19,103.945,55.4962
19,78.3116,73.8709
19,104.086,45.9864
19,98.0225,60.9287
20,76.6912,43.0138
20,20.8908,20.0795
20,5.93326,21.9732
20,12.6092,16.5164
20,5.93326,21.9732
20,8.65373,18.4672
20,16.094,17.3244
20,4.25935,26.8851
20,3.26944,31.7401
20,6.28134,34.7881
20,36.0161,29.7178
20,28.1973,25.1432
20,24.0874,22.2952
20,31.6647,27.3519
20,22.6593,42.226
20,14.2761,38.8948
20,9.55183,36.8687
20,18.9057,40.7292
20,25.9213,43.6331
20,22.1011,16.0886
20,2.26032,20.389
20,0.360499,25.7501
20,2.26032,20.389
20,-0.841861,31.1177
20,12.6446,12.5174
20,4.93557,16.3425
20,8.88128,13.4509
20,18.4369,13.994
20,30.2451,21.7003
20,26.578,19.157
20,34.8013,24.5556
20,13.8348,43.0317
20,4.04855,38.1315
20,8.84898,40.9443
20,0.948021,35.2607
20,21.4957,46.0737
20,17.9169,44.6374
20,39.1675,26.7556
20,40.1755,31.4477
20,43.8697,28.476
20,44.562,32.8775
20,30.83,46.0499
20,48.3507,29.8505
20,26.9063,48.5231
20,48.6876,34.1512
20,34.7008,48.3569
20,52.9689,35.5575
20,38.2979,50.9912
20,53.006,31.352
20,31.1977,50.8702
20,41.1026,53.3917
20,57.3075,37.0975
20,57.728,32.9884
20,35.1771,53.6232
20,61.4329,38.7199
20,45.1673,57.0324
20,38.2451,56.2006
20,62.2175,34.7201
20,48.0947,59.4217
20,66.1761,40.717
20,42.6596,60.1502
20,67.3705,36.8775
20,52.3879,62.7603
20,74.2524,44.1766
20,69.7097,42.222
20,45.8413,62.7387
20,71.206,38.5116
20,55.4678,65.398
20,78.2843,45.7182
20,50.4942,66.3722
20,80.5404,42.2326
20,76.1383,40.6304
20,82.5185,46.8222
20,58.7008,68.6848
20,85.188,43.2072
20,87.3215,47.4729
20,53.7707,69.3107
20,90.4277,43.686
20,81.124,60.9932
20,90.6451,47.7036
20,84.3149,57.3433
20,87.7945,55.3601
20,79.244,64.9548
20,94.04,43.8596
20,92.1597,54.998
20,89.2091,59.1106
20,85.0943,62.2932
20,96.0439,47.9853
20,61.6289,72.0608
20,78.3444,69.3116
20,82.9417,66.5236
20,100.14,48.5954
20,96.5363,56.0854
20,93.5232,59.332
20,99.8763,44.435
20,82.2404,71.2952
20,103.648,51.6481
20,101.059,57.7499
20,103.945,55.4962
20,78.3116,73.8709
20,104.086,45.9864
20,98.0225,60.9287
20,64.3234,75.6988
20,102.796,62.1913
20,107.33,50.0588
20,107.119,59.5382
20,107.979,54.2003
20,82.5679,76.2332
21,81.1987,44.4848
21,20.8908,20.0795
21,5.93326,21.9732
21,12.6092,16.5164
21,5.93326,21.9732
21,8.65373,18.4672
21,16.094,17.3244
21,4.25935,26.8851
21,3.26944,31.7401
21,6.28134,34.7881
21,36.0161,29.7178
21,28.1973,25.1432
21,24.0874,22.2952
21,31.6647,27.3519
21,22.6593,42.226
21,14.2761,38.8948
21,9.55183,36.8687
21,18.9057,40.7292
21,25.9213,43.6331
21,22.1011,16.0886
21,2.26032,20.389
21,0.360499,25.7501
21,2.26032,20.389
21,-0.841861,31.1177
21,12.6446,12.5174
21,4.93557,16.3425
21,8.88128,13.4509
21,18.4369,13.994
21,30.2451,21.7003
21,26.578,19.157
21,34.8013,24.5556
21,13.8348,43.0317
21,4.04855,38.1315
21,8.84898,40.9443
21,0.948021,35.2607
21,21.4957,46.0737
21,17.9169,44.6374
21,39.1675,26.7556
21,40.1755,31.4477
21,43.8697,28.476
21,44.562,32.8775
21,30.83,46.0499
21,48.3507,29.8505
21,26.9063,48.5231
21,48.6876,34.1512
21,34.7008,48.3569
21,52.9689,35.5575
21,38.2979,50.9912
21,53.006,31.352
21,31.1977,50.8702
21,41.1026,53.3917
21,57.3075,37.0975
21,57.728,32.9884
21,35.1771,53.6232
21,61.4329,38.7199
21,45.1673,57.0324
21,38.2451,56.2006
21,62.2175,34.7201
21,48.0947,59.4217
21,66.1761,40.717
21,42.6596,60.1502
21,67.3705,36.8775
21,52.3879,62.7603
21,74.2524,44.1766
21,69.7097,42.222
21,45.8413,62.7387
21,71.206,38.5116
21,55.4678,65.398
21,78.2843,45.7182
21,50.4942,66.3722
21,80.5404,42.2326
21,76.1383,40.6304
21,82.5185,46.8222
21,58.7008,68.6848
21,85.188,43.2072
21,87.3215,47.4729
21,53.7707,69.3107
21,90.4277,43.686
21,81.124,60.9932
21,90.6451,47.7036
21,84.3149,57.3433
21,87.7945,55.3601
21,79.244,64.9548
21,94.04,43.8596
21,92.1597,54.998
21,89.2091,59.1106
21,85.0943,62.2932
21,96.0439,47.9853
21,61.6289,72.0608
21,78.3444,69.3116
21,82.9417,66.5236
21,100.14,48.5954
21,96.5363,56.0854
21,93.5232,59.332
21,99.8763,44.435
21,82.2404,71.2952
21,103.648,51.6481
21,101.059,57.7499
21,103.945,55.4962
21,78.3116,73.8709
21,104.086,45.9864
21,98.0225,60.9287
21,64.3234,75.6988
21,102.796,62.1913
21,107.33,50.0588
21,107.119,59.5382
21,107.979,54.2003
21,82.5679,76.2332
21,78.8819,78.6608
22,85.6634,45.2861
22,20.8908,20.0795
22,5.93326,21.9732
22,12.6092,16.5164
22,5.93326,21.9732
22,8.65373,18.4672
22,16.094,17.3244
22,4.25935,26.8851
22,3.26944,31.7401
22,6.28134,34.7881
22,36.0161,29.7178
22,28.1973,25.1432
22,24.0874,22.2952
22,31.6647,27.3519
22,22.6593,42.226
22,14.2761,38.8948
22,9.55183,36.8687
22,18.9057,40.7292
22,25.9213,43.6331
22,22.1011,16.0886
22,2.26032,20.389
22,0.360499,25.7501
22,2.26032,20.389
22,-0.841861,31.1177
22,12.6446,12.5174
22,4.93557,16.3425
22,8.88128,13.4509
22,18.4369,13.994
22,30.2451,21.7003
22,26.578,19.157
22,34.8013,24.5556
22,13.8348,43.0317
22,4.04855,38.1315
22,8.84898,40.9443
22,0.948021,35.2607
22,21.4957,46.0737
22,17.9169,44.6374
22,39.1675,26.7556
22,40.1755,31.4477
22,43.8697,28.476
22,44.562,32.8775
22,30.83,46.0499
22,48.3507,29.8505
22,26.9063,48.5231
22,48.6876,34.1512
22,34.7008,48.3569
22,52.9689,35.5575
22,38.2979,50.9912
22,53.006,31.352
22,31.1977,50.8702
22,41.1026,53.3917
22,57.3075,37.0975
22,57.728,32.9884
22,35.1771,53.6232
22,61.4329,38.7199
22,45.1673,57.0324
22,38.2451,56.2006
22,62.2175,34.7201
22,48.0947,59.4217
22,66.1761,40.717
22,42.6596,60.1502
22,67.3705,36.8775
22,52.3879,62.7603
22,74.2524,44.1766
22,69.7097,42.222
22,45.8413,62.7387
22,71.206,38.5116
22,55.4678,65.398
22,78.2843,45.7182
22,50.4942,66.3722
22,80.5404,42.2326
22,76.1383,40.6304
22,82.5185,46.8222
22,58.7008,68.6848
22,85.188,43.2072
22,87.3215,47.4729
22,53.7707,69.3107
22,90.4277,43.686
22,81.124,60.9932
22,90.6451,47.7036
22,84.3149,57.3433
22,87.7945,55.3601
22,79.244,64.9548
22,94.04,43.8596
22,92.1597,54.998
22,89.2091,59.1106
22,85.0943,62.2932
22,96.0439,47.9853
22,61.6289,72.0608
22,78.3444,69.3116
22,82.9417,66.5236
22,100.14,48.5954
22,96.5363,56.0854
22,93.5232,59.332
22,99.8763,44.435
22,82.2404,71.2952
22,103.648,51.6481
22,101.059,57.7499
22,103.945,55.4962
22,78.3116,73.8709
22,104.086,45.9864
22,98.0225,60.9287
22,64.3234,75.6988
22,102.796,62.1913
22,107.33,50.0588
22,107.119,59.5382
22,107.979,54.2003
22,82.5679,76.2332
22,78.8819,78.6608
23,89.9684,45.6629
23,20.8908,20.0795
23,5.93326,21.9732
23,12.6092,16.5164
23,5.93326,21.9732
23,8.65373,18.4672
23,16.094,17.3244
23,4.25935,26.8851
23,3.26944,31.7401
23,6.28134,34.7881
23,36.0161,29.7178
23,28.1973,25.1432
23,24.0874,22.2952
23,31.6647,27.3519
23,22.6593,42.226
23,14.2761,38.8948
23,9.55183,36.8687
23,18.9057,40.7292
23,25.9213,43.6331
23,22.1011,16.0886
23,2.26032,20.389
23,0.360499,25.7501
23,2.26032,20.389
23,-0.841861,31.1177
23,12.6446,12.5174
23,4.93557,16.3425
23,8.88128,13.4509
23,18.4369,13.994
23,30.2451,21.7003
23,26.578,19.157
23,34.8013,24.5556
23,13.8348,43.0317
23,4.04855,38.1315
23,8.84898,40.9443
23,0.948021,35.2607
23,21.4957,46.0737
23,17.9169,44.6374
23,39.1675,26.7556
23,40.1755,31.4477
23,43.8697,28.476
23,44.562,32.8775
23,30.83,46.0499
23,48.3507,29.8505
23,26.9063,48.5231
23,48.6876,34.1512
23,34.7008,48.3569
23,52.9689,35.5575
23,38.2979,50.9912
23,53.006,31.352
23,31.1977,50.8702
23,41.1026,53.3917
23,57.3075,37.0975
23,57.728,32.9884
23,35.1771,53.6232
23,61.4329,38.7199
23,45.1673,57.0324
23,38.2451,56.2006
23,62.2175,34.7201
23,48.0947,59.4217
23,66.1761,40.717
23,42.6596,60.1502
23,67.3705,36.8775
23,52.3879,62.7603
23,74.2524,44.1766
23,69.7097,42.222
23,45.8413,62.7387
23,71.206,38.5116
23,55.4678,65.398
23,78.2843,45.7182
23,50.4942,66.3722
23,80.5404,42.2326
23,76.1383,40.6304
23,82.5185,46.8222
23,58.7008,68.6848
23,85.188,43.2072
23,87.3215,47.4729
23,53.7707,69.3107
23,90.4277,43.686
23,81.124,60.9932
23,90.6451,47.7036
23,84.3149,57.3433
23,87.7945,55.3601
23,79.244,64.9548
23,94.04,43.8596
23,92.1597,54.998
23,89.2091,59.1106
23,85.0943,62.2932
23,96.0439,47.9853
23,61.6289,72.0608
23,78.3444,69.3116
23,82.9417,66.5236
23,100.14,48.5954
23,96.5363,56.0854
23,93.5232,59.332
23,99.8763,44.435
23,82.2404,71.2952
23,103.648,51.6481
23,101.059,57.7499
23,103.945,55.4962
23,78.3116,73.8709
23,104.086,45.9864
23,98.0225,60.9287
23,64.3234,75.6988
23,102.796,62.1913
23,107.33,50.0588
23,107.119,59.5382
23,107.979,54.2003
23,82.5679,76.2332
23,78.8819,78.6608
24,93.9968,45.8602
24,20.8908,20.0795
24,5.93326,21.9732
24,12.6092,16.5164
24,5.93326,21.9732
24,8.65373,18.4672
24,16.094,17.3244
24,4.25935,26.8851
24,3.26944,31.7401
24,6.28134,34.7881
24,36.0161,29.7178
24,28.1973,25.1432
24,24.0874,22.2952
24,31.6647,27.3519
24,22.6593,42.226
24,14.2761,38.8948
24,9.55183,36.8687
24,18.9057,40.7292
24,25.9213,43.6331
24,22.1011,16.0886
24,2.26032,20.389
24,0.360499,25.7501
24,2.26032,20.389
24,-0.841861,31.1177
24,12.6446,12.5174
24,4.93557,16.3425
24,8.88128,13.4509
24,18.4369,13.994
24,30.2451,21.7003
24,26.578,19.157
24,34.8013,24.5556
24,13.8348,43.0317
24,4.04855,38.1315
24,8.84898,40.9443
24,0.948021,35.2607
24,21.4957,46.0737
24,17.9169,44.6374
24,39.1675,26.7556
24,40.1755,31.4477
24,43.8697,28.476
24,44.562,32.8775
24,30.83,46.0499
24,48.3507,29.8505
24,26.9063,48.5231
24,48.6876,34.1512
24,34.7008,48.3569
24,52.9689,35.5575
24,38.2979,50.9912
24,53.006,31.352
24,31.1977,50.8702
24,41.1026,53.3917
24,57.3075,37.0975
24,57.728,32.9884
24,35.1771,53.6232
24,61.4329,38.7199
24,45.1673,57.0324
24,38.2451,56.2006
24,62.2175,34.7201
24,48.0947,59.4217
24,66.1761,40.717
24,42.6596,60.1502
24,67.3705,36.8775
24,52.3879,62.7603
24,74.2524,44.1766
24,69.7097,42.222
24,45.8413,62.7387
24,71.206,38.5116
24,55.4678,65.398
24,78.2843,45.7182
24,50.4942,66.3722
24,80.5404,42.2326
24,76.1383,40.6304
24,82.5185,46.8222
24,58.7008,68.6848
24,85.188,43.2072
24,87.3215,47.4729
24,53.7707,69.3107
24,90.4277,43.686
24,81.124,60.9932
24,90.6451,47.7036
24,84.3149,57.3433
24,87.7945,55.3601
24,79.244,64.9548
24,94.04,43.8596
24,92.1597,54.998
24,89.2091,59.1106
24,85.0943,62.2932
24,96.0439,47.9853
24,61.6289,72.0608
24,78.3444,69.3116
24,82.9417,66.5236
24,100.14,48.5954
24,96.5363,56.0854
24,93.5232,59.332
24,99.8763,44.435
24,82.2404,71.2952
24,103.648,51.6481
24,101.059,57.7499
24,103.945,55.4962
24,78.3116,73.8709
24,104.086,45.9864
24,98.0225,60.9287
24,64.3234,75.6988
24,102.796,62.1913
24,107.33,50.0588
24,107.119,59.5382
24,107.979,54.2003
24,82.5679,76.2332
24,78.8819,78.6608
25,97.6315,46.1232
25,20.8908,20.0795
25,5.93326,21.9732
25,12.6092,16.5164
25,5.93326,21.9732
25,8.65373,18.4672
25,16.094,17.3244
25,4.25935,26.8851
25,3.26944,31.7401
25,6.28134,34.7881
25,36.0161,29.7178
25,28.1973,25.1432
25,24.0874,22.2952
25,31.6647,27.3519
25,22.6593,42.226
25,14.2761,38.8948
25,9.55183,36.8687
25,18.9057,40.7292
25,25.9213,43.6331
25,22.1011,16.0886
25,2.26032,20.389
25,0.360499,25.7501
25,2.26032,20.389
25,-0.841861,31.1177
25,12.6446,12.5174
25,4.93557,16.3425
25,8.88128,13.4509
25,18.4369,13.994
25,30.2451,21.7003
25,26.578,19.157
25,34.8013,24.5556
25,13.8348,43.0317
25,4.04855,38.1315
25,8.84898,40.9443
25,0.948021,35.2607
25,21.4957,46.0737
25,17.9169,44.6374
25,39.1675,26.7556
25,40.1755,31.4477
25,43.8697,28.476
25,44.562,32.8775
25,30.83,46.0499
25,48.3507,29.8505
25,26.9063,48.5231
25,48.6876,34.1512
25,34.7008,48.3569
25,52.9689,35.5575
25,38.2979,50.9912
25,53.006,31.352
25,31.1977,50.8702
25,41.1026,53.3917
25,57.3075,37.0975
25,57.728,32.9884
25,35.1771,53.6232
25,61.4329,38.7199
25,45.1673,57.0324
25,38.2451,56.2006
25,62.2175,34.7201
25,48.0947,59.4217
25,66.1761,40.717
25,42.6596,60.1502
25,67.3705,36.8775
25,52.3879,62.7603
25,74.2524,44.1766
25,69.7097,42.222
25,45.8413,62.7387
25,71.206,38.5116
25,55.4678,65.398
25,78.2843,45.7182
25,50.4942,66.3722
25,80.5404,42.2326
25,76.1383,40.6304
25,82.5185,46.8222
25,58.7008,68.6848
25,85.188,43.2072
25,87.3215,47.4729
25,53.7707,69.3107
25,90.4277,43.686
25,81.124,60.9932
25,90.6451,47.7036
25,84.3149,57.3433
25,87.7945,55.3601
25,79.244,64.9548
25,94.04,43.8596
25,92.1597,54.998
25,89.2091,59.1106
25,85.0943,62.2932
25,96.0439,47.9853
25,61.6289,72.0608
25,78.3444,69.3116
25,82.9417,66.5236
25,100.14,48.5954
25,96.5363,56.0854
25,93.5232,59.332
25,99.8763,44.435
25,82.2404,71.2952
25,103.648,51.6481
25,101.059,57.7499
25,103.945,55.4962
25,78.3116,73.8709
25,104.086,45.9864
25,98.0225,60.9287
25,64.3234,75.6988
25,102.796,62.1913
25,107.33,50.0588
25,107.119,59.5382
25,107.979,54.2003
25,82.5679,76.2332
25,78.8819,78.6608
26,100.756,46.6971
26,20.8908,20.0795
26,5.93326,21.9732
26,12.6092,16.5164
26,5.93326,21.9732
26,8.65373,18.4672
26,16.094,17.3244
26,4.25935,26.8851
26,3.26944,31.7401
26,6.28134,34.7881
26,36.0161,29.7178
26,28.1973,25.1432
26,24.0874,22.2952
26,31.6647,27.3519
26,22.6593,42.226
26,14.2761,38.8948
26,9.55183,36.8687
26,18.9057,40.7292
26,25.9213,43.6331
26,22.1011,16.0886
26,2.26032,20.389
26,0.360499,25.7501
26,2.26032,20.389
26,-0.841861,31.1177
26,12.6446,12.5174
26,4.93557,16.3425
26,8.88128,13.4509
26,18.4369,13.994
26,30.2451,21.7003
26,26.578,19.157
26,34.8013,24.5556
26,13.8348,43.0317
26,4.04855,38.1315
26,8.84898,40.9443
26,0.948021,35.2607
26,21.4957,46.0737
26,17.9169,44.6374
26,39.1675,26.7556
26,40.1755,31.4477
26,43.8697,28.476
26,44.562,32.8775
26,30.83,46.0499
26,48.3507,29.8505
26,26.9063,48.5231
26,48.6876,34.1512
26,34.7008,48.3569
26,52.9689,35.5575
26,38.2979,50.9912
26,53.006,31.352
26,31.1977,50.8702
26,41.1026,53.3917
26,57.3075,37.0975
26,57.728,32.9884
26,35.1771,53.6232
26,61.4329,38.7199
26,45.1673,57.0324
26,38.2451,56.2006
26,62.2175,34.7201
26,48.0947,59.4217
26,66.1761,40.717
26,42.6596,60.1502
26,67.3705,36.8775
26,52.3879,62.7603
26,74.2524,44.1766
26,69.7097,42.222
26,45.8413,62.7387
26,71.206,38.5116
26,55.4678,65.398
26,78.2843,45.7182
26,50.4942,66.3722
26,80.5404,42.2326
26,76.1383,40.6304
26,82.5185,46.8222
26,58.7008,68.6848
26,85.188,43.2072
26,87.3215,47.4729
26,53.7707,69.3107
26,90.4277,43.686
26,81.124,60.9932
26,90.6451,47.7036
26,84.3149,57.3433
26,87.7945,55.3601
26,79.244,64.9548
26,94.04,43.8596
26,92.1597,54.998
26,89.2091,59.1106
26,85.0943,62.2932
26,96.0439,47.9853
26,61.6289,72.0608
26,78.3444,69.3116
26,82.9417,66.5236
26,100.14,48.5954
26,96.5363,56.0854
26,93.5232,59.332
26,99.8763,44.435
26,82.2404,71.2952
26,103.648,51.6481
26,101.059,57.7499
26,103.945,55.4962
26,78.3116,73.8709
26,104.086,45.9864
26,98.0225,60.9287
26,64.3234,75.6988
26,102.796,62.1913
26,107.33,50.0588
26,107.119,59.5382
26,107.979,54.2003
26,82.5679,76.2332
26,78.8819,78.6608
27,103.253,47.8271
27,20.8908,20.0795
27,5.93326,21.9732
27,12.6092,16.5164
27,5.93326,21.9732
27,8.65373,18.4672
27,16.094,17.3244
27,4.25935,26.8851
27,3.26944,31.7401
27,6.28134,34.7881
27,36.0161,29.7178
27,28.1973,25.1432
27,24.0874,22.2952
27,31.6647,27.3519
27,22.6593,42.226
27,14.2761,38.8948
27,9.55183,36.8687
27,18.9057,40.7292
27,25.9213,43.6331
27,22.1011,16.0886
27,2.26032,20.389
27,0.360499,25.7501
27,2.26032,20.389
27,-0.841861,31.1177
27,12.6446,12.5174
27,4.93557,16.3425
27,8.88128,13.4509
27,18.4369,13.994
27,30.2451,21.7003
27,26.578,19.157
27,34.8013,24.5556
27,13.8348,43.0317
27,4.04855,38.1315
27,8.84898,40.9443
27,0.948021,35.2607
27,21.4957,46.0737
27,17.9169,44.6374
27,39.1675,26.7556
27,40.1755,31.4477
27,43.8697,28.476
27,44.562,32.8775
27,30.83,46.0499
27,48.3507,29.8505
27,26.9063,48.5231
27,48.6876,34.1512
27,34.7008,48.3569
27,52.9689,35.5575
27,38.2979,50.9912
27,53.006,31.352
27,31.1977,50.8702
27,41.1026,53.3917
27,57.3075,37.0975
27,57.728,32.9884
27,35.1771,53.6232
27,61.4329,38.7199
27,45.1673,57.0324
27,38.2451,56.2006
27,62.2175,34.7201
27,48.0947,59.4217
27,66.1761,40.717
27,42.6596,60.1502
27,67.3705,36.8775
27,52.3879,62.7603
27,74.2524,44.1766
27,69.7097,42.222
27,45.8413,62.7387
27,71.206,38.5116
27,55.4678,65.398
27,78.2843,45.7182
27,50.4942,66.3722
27,80.5404,42.2326
27,76.1383,40.6304
27,82.5185,46.8222
27,58.7008,68.6848
27,85.188,43.2072
27,87.3215,47.4729
27,53.7707,69.3107
27,90.4277,43.686
27,81.124,60.9932
27,90.6451,47.7036
27,84.3149,57.3433
27,87.7945,55.3601
27,79.244,64.9548
27,94.04,43.8596
27,92.1597,54.998
27,89.2091,59.1106
27,85.0943,62.2932
27,96.0439,47.9853
27,61.6289,72.0608
27,78.3444,69.3116
27,82.9417,66.5236
27,100.14,48.5954
27,96.5363,56.0854
27,93.5232,59.332
27,99.8763,44.435
27,82.2404,71.2952
27,103.648,51.6481
27,101.059,57.7499
27,103.945,55.4962
27,78.3116,73.8709
27,104.086,45.9864
27,98.0225,60.9287
27,64.3234,75.6988
27,102.796,62.1913
27,107.33,50.0588
27,107.119,59.5382
27,107.979,54.2003
27,82.5679,76.2332
27,78.8819,78.6608
28,105.005,49.7583
28,20.8908,20.0795
28,5.93326,21.9732
28,12.6092,16.5164
28,5.93326,21.9732
28,8.65373,18.4672
28,16.094,17.3244
28,4.25935,26.8851
28,3.26944,31.7401
28,6.28134,34.7881
28,36.0161,29.7178
28,28.1973,25.1432
28,24.0874,22.2952
28,31.6647,27.3519
28,22.6593,42.226
28,14.2761,38.8948
28,9.55183,36.8687
28,18.9057,40.7292
28,25.9213,43.6331
28,22.1011,16.0886
28,2.26032,20.389
28,0.360499,25.7501
28,2.26032,20.389
28,-0.841861,31.1177
28,12.6446,12.5174
28,4.93557,16.3425
28,8.88128,13.4509
28,18.4369,13.994
28,30.2451,21.7003
28,26.578,19.157
28,34.8013,24.5556
28,13.8348,43.0317
28,4.04855,38.1315
28,8.84898,40.9443
28,0.948021,35.2607
28,21.4957,46.0737
28,17.9169,44.6374
28,39.1675,26.7556
28,40.1755,31.4477
28,43.8697,28.476
28,44.562,32.8775
28,30.83,46.0499
28,48.3507,29.8505
28,26.9063,48.5231
28,48.6876,34.1512
28,34.7008,48.3569
28,52.9689,35.5575
28,38.2979,50.9912
28,53.006,31.352
28,31.1977,50.8702
28,41.1026,53.3917
28,57.3075,37.0975
28,57.728,32.9884
28,35.1771,53.6232
28,61.4329,38.7199
28,45.1673,57.0324
28,38.2451,56.2006
28,62.2175,34.7201
28,48.0947,59.4217
28,66.1761,40.717
28,42.6596,60.1502
28,67.3705,36.8775
28,52.3879,62.7603
28,74.2524,44.1766
28,69.7097,42.222
28,45.8413,62.7387
28,71.206,38.5116
28,55.4678,65.398
28,78.2843,45.7182
28,50.4942,66.3722
28,80.5404,42.2326
28,76.1383,40.6304
28,82.5185,46.8222
28,58.7008,68.6848
28,85.188,43.2072
28,87.3215,47.4729
28,53.7707,69.3107
28,90.4277,43.686
28,81.124,60.9932
28,90.6451,47.7036
28,84.3149,57.3433
28,87.7945,55.3601
28,79.244,64.9548
28,94.04,43.8596
28,92.1597,54.998
28,89.2091,59.1106
28,85.0943,62.2932
28,96.0439,47.9853
28,61.6289,72.0608
28,78.3444,69.3116
28,82.9417,66.5236
28,100.14,48.5954
28,96.5363,56.0854
28,93.5232,59.332
28,99.8763,44.435
28,82.2404,71.2952
28,103.648,51.6481
28,101.059,57.7499
28,103.945,55.4962
28,78.3116,73.8709
28,104.086,45.9864
28,98.0225,60.9287
28,64.3234,75.6988
28,102.796,62.1913
28,107.33,50.0588
28,107.119,59.5382
28,107.979,54.2003
28,82.5679,76.2332
28,78.8819,78.6608
29,105.896,52.7359
29,20.8908,20.0795
29,5.93326,21.9732
29,12.6092,16.5164
29,5.93326,21.9732
29,8.65373,18.4672
29,16.094,17.3244
29,4.25935,26.8851
29,3.26944,31.7401
29,6.28134,34.7881
29,36.0161,29.7178
29,28.1973,25.1432
29,24.0874,22.2952
29,31.6647,27.3519
29,22.6593,42.226
29,14.2761,38.8948
29,9.55183,36.8687
29,18.9057,40.7292
29,25.9213,43.6331
29,22.1011,16.0886
29,2.26032,20.389
29,0.360499,25.7501
29,2.26032,20.389
29,-0.841861,31.1177
29,12.6446,12.5174
29,4.93557,16.3425
29,8.88128,13.4509
29,18.4369,13.994
29,30.2451,21.7003
29,26.578,19.157
29,34.8013,24.5556
29,13.8348,43.0317
29,4.04855,38.1315
29,8.84898,40.9443
29,0.948021,35.2607
29,21.4957,46.0737
29,17.9169,44.6374
29,39.1675,26.7556
29,40.1755,31.4477
29,43.8697,28.476
29,44.562,32.8775
29,30.83,46.0499
29,48.3507,29.8505
29,26.9063,48.5231
29,48.6876,34.1512
29,34.7008,48.3569
29,52.9689,35.5575
29,38.2979,50.9912
29,53.006,31.352
29,31.1977,50.8702
29,41.1026,53.3917
29,57.3075,37.0975
29,57.728,32.9884
29,35.1771,53.6232
29,61.4329,38.7199
29,45.1673,57.0324
29,38.2451,56.2006
29,62.2175,34.7201
29,48.0947,59.4217
29,66.1761,40.717
29,42.6596,60.1502
29,67.3705,36.8775
29,52.3879,62.7603
29,74.2524,44.1766
29,69.7097,42.222
29,45.8413,62.7387
29,71.206,38.5116
29,55.4678,65.398
29,78.2843,45.7182
29,50.4942,66.3722
29,80.5404,42.2326
29,76.1383,40.6304
29,82.5185,46.8222
29,58.7008,68.6848
29,85.188,43.2072
29,87.3215,47.4729
29,53.7707,69.3107
29,90.4277,43.686
29,81.124,60.9932
29,90.6451,47.7036
29,84.3149,57.3433
29,87.7945,55.3601
29,79.244,64.9548
29,94.04,43.8596
29,92.1597,54.998
29,89.2091,59.1106
29,85.0943,62.2932
29,96.0439,47.9853
29,61.6289,72.0608
29,78.3444,69.3116
29,82.9417,66.5236
29,100.14,48.5954
29,96.5363,56.0854
29,93.5232,59.332
29,99.8763,44.435
29,82.2404,71.2952
29,103.648,51.6481
29,101.059,57.7499
29,103.945,55.4962
29,78.3116,73.8709
29,104.086,45.9864
29,98.0225,60.9287
29,64.3234,75.6988
29,102.796,62.1913
29,107.33,50.0588
29,107.119,59.5382
29,107.979,54.2003
29,82.5679,76.2332
29,78.8819,78.6608
30,105.865,56.513
30,20.8908,20.0795
30,5.93326,21.9732
30,12.6092,16.5164
30,5.93326,21.9732
30,8.65373,18.4672
30,16.094,17.3244
30,4.25935,26.8851
30,3.26944,31.7401
30,6.28134,34.7881
30,36.0161,29.7178
30,28.1973,25.1432
30,24.0874,22.2952
30,31.6647,27.3519
30,22.6593,42.226
30,14.2761,38.8948
30,9.55183,36.8687
30,18.9057,40.7292
30,25.9213,43.6331
30,22.1011,16.0886
30,2.26032,20.389
30,0.360499,25.7501
30,2.26032,20.389
30,-0.841861,31.1177
30,12.6446,12.5174
30,4.93557,16.3425
30,8.88128,13.4509
30,18.4369,13.994
30,30.2451,21.7003
30,26.578,19.157
30,34.8013,24.5556
30,13.8348,43.0317
30,4.04855,38.1315
30,8.84898,40.9443
30,0.948021,35.2607
30,21.4957,46.0737
30,17.9169,44.6374
30,39.1675,26.7556
