iteration,x,y
6,12.6092,16.5164
6,5.93326,21.9732
6,8.65373,18.4672
6,16.094,17.3244
6,4.25935,26.8851
6,3.26944,31.7401
6,6.28134,34.7881
6,36.0161,29.7178
6,28.1973,25.1432
6,24.0874,22.2952
6,31.6647,27.3519
6,22.6593,42.226
6,14.2761,38.8948
6,9.55183,36.8687
6,18.9057,40.7292
6,25.9213,43.6331
6,22.1011,16.0886
6,2.26032,20.389
6,0.360499,25.7501
6,2.26032,20.389
6,-0.841861,31.1177
6,12.6446,12.5174
6,4.93557,16.3425
6,8.88128,13.4509
6,18.4369,13.994
6,30.2451,21.7003
6,26.578,19.157
6,34.8013,24.5556
6,13.8348,43.0317
6,4.04855,38.1315
6,8.84898,40.9443
6,0.948021,35.2607
6,21.4957,46.0737
6,17.9169,44.6374
6,39.1675,26.7556
6,40.1755,31.4477
6,43.8697,28.476
6,44.562,32.8775
6,30.83,46.0499
6,48.3507,29.8505
6,26.9063,48.5231
6,48.6876,34.1512
6,34.7008,48.3569
6,52.9689,35.5575
6,38.2979,50.9912
6,53.006,31.352
6,31.1977,50.8702
7,28.1002,22.6607
7,20.8908,20.0795
7,5.93326,21.9732
7,12.6092,16.5164
7,5.93326,21.9732
7,8.65373,18.4672
7,16.094,17.3244
7,4.25935,26.8851
7,3.26944,31.7401
7,6.28134,34.7881
7,36.0161,29.7178
7,28.1973,25.1432
7,24.0874,22.2952
7,31.6647,27.3519
7,22.6593,42.226
7,14.2761,38.8948
7,9.55183,36.8687
7,18.9057,40.7292
7,25.9213,43.6331
7,22.1011,16.0886
7,2.26032,20.389
7,0.360499,25.7501
7,2.26032,20.389
7,-0.841861,31.1177
7,12.6446,12.5174
7,4.93557,16.3425
7,8.88128,13.4509
7,18.4369,13.994
7,30.2451,21.7003
7,26.578,19.157
7,34.8013,24.5556
7,13.8348,43.0317
7,4.04855,38.1315
7,8.84898,40.9443
7,0.948021,35.2607
7,21.4957,46.0737
7,17.9169,44.6374
7,39.1675,26.7556
7,40.1755,31.4477
7,43.8697,28.476
7,44.562,32.8775
7,30.83,46.0499
7,48.3507,29.8505
7,26.9063,48.5231
7,48.6876,34.1512
7,34.7008,48.3569
7,52.9689,35.5575
7,38.2979,50.9912
7,53.006,31.352
7,31.1977,50.8702
7,41.1026,53.3917
7,57.3075,37.0975
7,57.728,32.9884
7,35.1771,53.6232
8,32.6203,25.5926
8,20.8908,20.0795
8,5.93326,21.9732
8,12.6092,16.5164
8,5.93326,21.9732
8,8.65373,18.4672
8,16.094,17.3244
8,4.25935,26.8851
8,3.26944,31.7401
8,6.28134,34.7881
8,36.0161,29.7178
8,28.1973,25.1432
8,24.0874,22.2952
8,31.6647,27.3519
8,22.6593,42.226
8,14.2761,38.8948
8,9.55183,36.8687
8,18.9057,40.7292
8,25.9213,43.6331
8,22.1011,16.0886
8,2.26032,20.389
8,0.360499,25.7501
8,2.26032,20.389
8,-0.841861,31.1177
8,12.6446,12.5174
8,4.93557,16.3425
8,8.88128,13.4509
8,18.4369,13.994
8,30.2451,21.7003
8,26.578,19.157
8,34.8013,24.5556
8,13.8348,43.0317
8,4.04855,38.1315
8,8.84898,40.9443
8,0.948021,35.2607
8,21.4957,46.0737
8,17.9169,44.6374
8,39.1675,26.7556
8,40.1755,31.4477
8,43.8697,28.476
8,44.562,32.8775
8,30.83,46.0499
8,48.3507,29.8505
8,26.9063,48.5231
8,48.6876,34.1512
8,34.7008,48.3569
8,52.9689,35.5575
8,38.2979,50.9912
8,53.006,31.352
8,31.1977,50.8702
8,41.1026,53.3917
8,57.3075,37.0975
8,57.728,32.9884
8,35.1771,53.6232
8,61.4329,38.7199
8,45.1673,57.0324
8,38.2451,56.2006
8,62.2175,34.7201
9,37.5969,28.2487
9,20.8908,20.0795
9,5.93326,21.9732
9,12.6092,16.5164
9,5.93326,21.9732
9,8.65373,18.4672
9,16.094,17.3244
9,4.25935,26.8851
9,3.26944,31.7401
9,6.28134,34.7881
9,36.0161,29.7178
9,28.1973,25.1432
9,24.0874,22.2952
9,31.6647,27.3519
9,22.6593,42.226
9,14.2761,38.8948
9,9.55183,36.8687
9,18.9057,40.7292
9,25.9213,43.6331
9,22.1011,16.0886
9,2.26032,20.389
9,0.360499,25.7501
9,2.26032,20.389
9,-0.841861,31.1177
9,12.6446,12.5174
9,4.93557,16.3425
9,8.88128,13.4509
9,18.4369,13.994
9,30.2451,21.7003
9,26.578,19.157
9,34.8013,24.5556
9,13.8348,43.0317
9,4.04855,38.1315
9,8.84898,40.9443
9,0.948021,35.2607
9,21.4957,46.0737
9,17.9169,44.6374
9,39.1675,26.7556
9,40.1755,31.4477
9,43.8697,28.476
9,44.562,32.8775
9,30.83,46.0499
9,48.3507,29.8505
9,26.9063,48.5231
9,48.6876,34.1512
9,34.7008,48.3569
9,52.9689,35.5575
9,38.2979,50.9912
9,53.006,31.352
9,31.1977,50.8702
9,41.1026,53.3917
9,57.3075,37.0975
9,57.728,32.9884
9,35.1771,53.6232
9,61.4329,38.7199
9,45.1673,57.0324
9,38.2451,56.2006
9,62.2175,34.7201
9,48.0947,59.4217
9,66.1761,40.717
9,42.6596,60.1502
9,67.3705,36.8775
10,42.5168,30.14
10,20.8908,20.0795
10,5.93326,21.9732
10,12.6092,16.5164
10,5.93326,21.9732
10,8.65373,18.4672
10,16.094,17.3244
10,4.25935,26.8851
10,3.26944,31.7401
10,6.28134,34.7881
10,36.0161,29.7178
10,28.1973,25.1432
10,24.0874,22.2952
10,31.6647,27.3519
10,22.6593,42.226
10,14.2761,38.8948
10,9.55183,36.8687
10,18.9057,40.7292
10,25.9213,43.6331
10,22.1011,16.0886
10,2.26032,20.389
10,0.360499,25.7501
10,2.26032,20.389
10,-0.841861,31.1177
10,12.6446,12.5174
10,4.93557,16.3425
10,8.88128,13.4509
10,18.4369,13.994
10,30.2451,21.7003
10,26.578,19.157
10,34.8013,24.5556
10,13.8348,43.0317
10,4.04855,38.1315
10,8.84898,40.9443
10,0.948021,35.2607
10,21.4957,46.0737
10,17.9169,44.6374
10,39.1675,26.7556
10,40.1755,31.4477
10,43.8697,28.476
10,44.562,32.8775
10,30.83,46.0499
10,48.3507,29.8505
10,26.9063,48.5231
10,48.6876,34.1512
10,34.7008,48.3569
10,52.9689,35.5575
10,38.2979,50.9912
10,53.006,31.352
10,31.1977,50.8702
10,41.1026,53.3917
10,57.3075,37.0975
10,57.728,32.9884
10,35.1771,53.6232
10,61.4329,38.7199
10,45.1673,57.0324
10,38.2451,56.2006
10,62.2175,34.7201
10,48.0947,59.4217
10,66.1761,40.717
10,42.6596,60.1502
10,67.3705,36.8775
10,52.3879,62.7603
10,74.2524,44.1766
10,69.7097,42.222
10,45.8413,62.7387
10,71.206,38.5116
11,47.3055,31.6205
11,20.8908,20.0795
11,5.93326,21.9732
11,12.6092,16.5164
11,5.93326,21.9732
11,8.65373,18.4672
11,16.094,17.3244
11,4.25935,26.8851
11,3.26944,31.7401
11,6.28134,34.7881
11,36.0161,29.7178
11,28.1973,25.1432
11,24.0874,22.2952
11,31.6647,27.3519
11,22.6593,42.226
11,14.2761,38.8948
11,9.55183,36.8687
11,18.9057,40.7292
11,25.9213,43.6331
11,22.1011,16.0886
11,2.26032,20.389
11,0.360499,25.7501
11,2.26032,20.389
11,-0.841861,31.1177
11,12.6446,12.5174
11,4.93557,16.3425
11,8.88128,13.4509
11,18.4369,13.994
11,30.2451,21.7003
11,26.578,19.157
11,34.8013,24.5556
11,13.8348,43.0317
11,4.04855,38.1315
11,8.84898,40.9443
11,0.948021,35.2607
11,21.4957,46.0737
11,17.9169,44.6374
11,39.1675,26.7556
11,40.1755,31.4477
11,43.8697,28.476
11,44.562,32.8775
11,30.83,46.0499
11,48.3507,29.8505
11,26.9063,48.5231
11,48.6876,34.1512
11,34.7008,48.3569
11,52.9689,35.5575
11,38.2979,50.9912
11,53.006,31.352
11,31.1977,50.8702
11,41.1026,53.3917
11,57.3075,37.0975
11,57.728,32.9884
11,35.1771,53.6232
11,61.4329,38.7199
11,45.1673,57.0324
11,38.2451,56.2006
11,62.2175,34.7201
11,48.0947,59.4217
11,66.1761,40.717
11,42.6596,60.1502
11,67.3705,36.8775
11,52.3879,62.7603
11,74.2524,44.1766
11,69.7097,42.222
11,45.8413,62.7387
11,71.206,38.5116
11,55.4678,65.398
11,78.2843,45.7182
11,50.4942,66.3722
11,80.5404,42.2326
11,76.1383,40.6304
12,51.2316,32.8732
12,20.8908,20.0795
12,5.93326,21.9732
12,12.6092,16.5164
12,5.93326,21.9732
12,8.65373,18.4672
12,16.094,17.3244
12,4.25935,26.8851
12,3.26944,31.7401
12,6.28134,34.7881
12,36.0161,29.7178
12,28.1973,25.1432
12,24.0874,22.2952
12,31.6647,27.3519
12,22.6593,42.226
12,14.2761,38.8948
12,9.55183,36.8687
12,18.9057,40.7292
12,25.9213,43.6331
12,22.1011,16.0886
12,2.26032,20.389
12,0.360499,25.7501
12,2.26032,20.389
12,-0.841861,31.1177
12,12.6446,12.5174
12,4.93557,16.3425
12,8.88128,13.4509
12,18.4369,13.994
12,30.2451,21.7003
12,26.578,19.157
12,34.8013,24.5556
12,13.8348,43.0317
12,4.04855,38.1315
12,8.84898,40.9443
12,0.948021,35.2607
12,21.4957,46.0737
12,17.9169,44.6374
12,39.1675,26.7556
12,40.1755,31.4477
12,43.8697,28.476
12,44.562,32.8775
12,30.83,46.0499
12,48.3507,29.8505
12,26.9063,48.5231
12,48.6876,34.1512
12,34.7008,48.3569
12,52.9689,35.5575
12,38.2979,50.9912
12,53.006,31.352
12,31.1977,50.8702
12,41.1026,53.3917
12,57.3075,37.0975
12,57.728,32.9884
12,35.1771,53.6232
12,61.4329,38.7199
12,45.1673,57.0324
12,38.2451,56.2006
12,62.2175,34.7201
12,48.0947,59.4217
12,66.1761,40.717
12,42.6596,60.1502
12,67.3705,36.8775
12,52.3879,62.7603
12,74.2524,44.1766
12,69.7097,42.222
12,45.8413,62.7387
12,71.206,38.5116
12,55.4678,65.398
12,78.2843,45.7182
12,50.4942,66.3722
12,80.5404,42.2326
12,76.1383,40.6304
12,82.5185,46.8222
13,54.5085,33.9693
13,20.8908,20.0795
13,5.93326,21.9732
13,12.6092,16.5164
13,5.93326,21.9732
13,8.65373,18.4672
13,16.094,17.3244
13,4.25935,26.8851
13,3.26944,31.7401
13,6.28134,34.7881
13,36.0161,29.7178
13,28.1973,25.1432
13,24.0874,22.2952
13,31.6647,27.3519
13,22.6593,42.226
13,14.2761,38.8948
13,9.55183,36.8687
13,18.9057,40.7292
13,25.9213,43.6331
13,22.1011,16.0886
13,2.26032,20.389
13,0.360499,25.7501
13,2.26032,20.389
13,-0.841861,31.1177
13,12.6446,12.5174
13,4.93557,16.3425
13,8.88128,13.4509
13,18.4369,13.994
13,30.2451,21.7003
13,26.578,19.157
13,34.8013,24.5556
13,13.8348,43.0317
13,4.04855,38.1315
13,8.84898,40.9443
13,0.948021,35.2607
13,21.4957,46.0737
13,17.9169,44.6374
13,39.1675,26.7556
13,40.1755,31.4477
13,43.8697,28.476
13,44.562,32.8775
13,30.83,46.0499
13,48.3507,29.8505
13,26.9063,48.5231
13,48.6876,34.1512
13,34.7008,48.3569
13,52.9689,35.5575
13,38.2979,50.9912
13,53.006,31.352
13,31.1977,50.8702
13,41.1026,53.3917
13,57.3075,37.0975
13,57.728,32.9884
13,35.1771,53.6232
13,61.4329,38.7199
13,45.1673,57.0324
13,38.2451,56.2006
13,62.2175,34.7201
13,48.0947,59.4217
13,66.1761,40.717
13,42.6596,60.1502
13,67.3705,36.8775
13,52.3879,62.7603
13,74.2524,44.1766
13,69.7097,42.222
13,45.8413,62.7387
13,71.206,38.5116
13,55.4678,65.398
13,78.2843,45.7182
13,50.4942,66.3722
13,80.5404,42.2326
13,76.1383,40.6304
13,82.5185,46.8222
13,58.7008,68.6848
13,85.188,43.2072
14,57.3497,34.9799
14,20.8908,20.0795
14,5.93326,21.9732
14,12.6092,16.5164
14,5.93326,21.9732
14,8.65373,18.4672
14,16.094,17.3244
14,4.25935,26.8851
14,3.26944,31.7401
14,6.28134,34.7881
14,36.0161,29.7178
14,28.1973,25.1432
14,24.0874,22.2952
14,31.6647,27.3519
14,22.6593,42.226
14,14.2761,38.8948
14,9.55183,36.8687
14,18.9057,40.7292
14,25.9213,43.6331
14,22.1011,16.0886
14,2.26032,20.389
14,0.360499,25.7501
14,2.26032,20.389
14,-0.841861,31.1177
14,12.6446,12.5174
14,4.93557,16.3425
14,8.88128,13.4509
14,18.4369,13.994
14,30.2451,21.7003
14,26.578,19.157
14,34.8013,24.5556
14,13.8348,43.0317
14,4.04855,38.1315
14,8.84898,40.9443
14,0.948021,35.2607
14,21.4957,46.0737
14,17.9169,44.6374
14,39.1675,26.7556
14,40.1755,31.4477
14,43.8697,28.476
14,44.562,32.8775
14,30.83,46.0499
14,48.3507,29.8505
14,26.9063,48.5231
14,48.6876,34.1512
14,34.7008,48.3569
14,52.9689,35.5575
14,38.2979,50.9912
14,53.006,31.352
14,31.1977,50.8702
14,41.1026,53.3917
14,57.3075,37.0975
14,57.728,32.9884
14,35.1771,53.6232
14,61.4329,38.7199
14,45.1673,57.0324
14,38.2451,56.2006
14,62.2175,34.7201
14,48.0947,59.4217
14,66.1761,40.717
14,42.6596,60.1502
14,67.3705,36.8775
14,52.3879,62.7603
14,74.2524,44.1766
14,69.7097,42.222
14,45.8413,62.7387
14,71.206,38.5116
14,55.4678,65.398
14,78.2843,45.7182
14,50.4942,66.3722
14,80.5404,42.2326
14,76.1383,40.6304
14,82.5185,46.8222
14,58.7008,68.6848
14,85.188,43.2072
14,87.3215,47.4729
14,53.7707,69.3107
14,90.4277,43.686
15,59.9688,35.976
15,20.8908,20.0795
15,5.93326,21.9732
15,12.6092,16.5164
15,5.93326,21.9732
15,8.65373,18.4672
15,16.094,17.3244
15,4.25935,26.8851
15,3.26944,31.7401
15,6.28134,34.7881
15,36.0161,29.7178
15,28.1973,25.1432
15,24.0874,22.2952
15,31.6647,27.3519
15,22.6593,42.226
15,14.2761,38.8948
15,9.55183,36.8687
15,18.9057,40.7292
15,25.9213,43.6331
15,22.1011,16.0886
15,2.26032,20.389
15,0.360499,25.7501
15,2.26032,20.389
15,-0.841861,31.1177
15,12.6446,12.5174
15,4.93557,16.3425
15,8.88128,13.4509
15,18.4369,13.994
15,30.2451,21.7003
15,26.578,19.157
15,34.8013,24.5556
15,13.8348,43.0317
15,4.04855,38.1315
15,8.84898,40.9443
15,0.948021,35.2607
15,21.4957,46.0737
15,17.9169,44.6374
15,39.1675,26.7556
15,40.1755,31.4477
15,43.8697,28.476
15,44.562,32.8775
15,30.83,46.0499
15,48.3507,29.8505
15,26.9063,48.5231
15,48.6876,34.1512
15,34.7008,48.3569
15,52.9689,35.5575
15,38.2979,50.9912
15,53.006,31.352
15,31.1977,50.8702
15,41.1026,53.3917
15,57.3075,37.0975
15,57.728,32.9884
15,35.1771,53.6232
15,61.4329,38.7199
15,45.1673,57.0324
15,38.2451,56.2006
15,62.2175,34.7201
15,48.0947,59.4217
15,66.1761,40.717
15,42.6596,60.1502
15,67.3705,36.8775
15,52.3879,62.7603
15,74.2524,44.1766
15,69.7097,42.222
15,45.8413,62.7387
15,71.206,38.5116
15,55.4678,65.398
15,78.2843,45.7182
15,50.4942,66.3722
15,80.5404,42.2326
15,76.1383,40.6304
15,82.5185,46.8222
15,58.7008,68.6848
15,85.188,43.2072
15,87.3215,47.4729
15,53.7707,69.3107
15,90.4277,43.686
15,81.124,60.9932
15,90.6451,47.7036
15,84.3149,57.3433
15,87.7945,55.3601
15,79.244,64.9548
15,94.04,43.8596
16,62.5794,37.029
16,20.8908,20.0795
16,5.93326,21.9732
16,12.6092,16.5164
16,5.93326,21.9732
16,8.65373,18.4672
16,16.094,17.3244
16,4.25935,26.8851
16,3.26944,31.7401
16,6.28134,34.7881
16,36.0161,29.7178
16,28.1973,25.1432
16,24.0874,22.2952
16,31.6647,27.3519
16,22.6593,42.226
16,14.2761,38.8948
16,9.55183,36.8687
16,18.9057,40.7292
16,25.9213,43.6331
16,22.1011,16.0886
16,2.26032,20.389
16,0.360499,25.7501
16,2.26032,20.389
16,-0.841861,31.1177
16,12.6446,12.5174
16,4.93557,16.3425
16,8.88128,13.4509
16,18.4369,13.994
16,30.2451,21.7003
16,26.578,19.157
16,34.8013,24.5556
16,13.8348,43.0317
16,4.04855,38.1315
16,8.84898,40.9443
16,0.948021,35.2607
16,21.4957,46.0737
16,17.9169,44.6374
16,39.1675,26.7556
16,40.1755,31.4477
16,43.8697,28.476
16,44.562,32.8775
16,30.83,46.0499
16,48.3507,29.8505
16,26.9063,48.5231
16,48.6876,34.1512
16,34.7008,48.3569
16,52.9689,35.5575
16,38.2979,50.9912
16,53.006,31.352
16,31.1977,50.8702
16,41.1026,53.3917
16,57.3075,37.0975
16,57.728,32.9884
16,35.1771,53.6232
16,61.4329,38.7199
16,45.1673,57.0324
16,38.2451,56.2006
16,62.2175,34.7201
16,48.0947,59.4217
16,66.1761,40.717
16,42.6596,60.1502
16,67.3705,36.8775
16,52.3879,62.7603
16,74.2524,44.1766
16,69.7097,42.222
16,45.8413,62.7387
16,71.206,38.5116
16,55.4678,65.398
16,78.2843,45.7182
16,50.4942,66.3722
16,80.5404,42.2326
16,76.1383,40.6304
16,82.5185,46.8222
16,58.7008,68.6848
16,85.188,43.2072
16,87.3215,47.4729
16,53.7707,69.3107
16,90.4277,43.686
16,81.124,60.9932
16,90.6451,47.7036
16,84.3149,57.3433
16,87.7945,55.3601
16,79.244,64.9548
16,94.04,43.8596
16,92.1597,54.998
16,89.2091,59.1106
16,85.0943,62.2932
17,65.3949,38.2097
17,20.8908,20.0795
17,5.93326,21.9732
17,12.6092,16.5164
17,5.93326,21.9732
17,8.65373,18.4672
17,16.094,17.3244
17,4.25935,26.8851
17,3.26944,31.7401
17,6.28134,34.7881
17,36.0161,29.7178
17,28.1973,25.1432
17,24.0874,22.2952
17,31.6647,27.3519
17,22.6593,42.226
17,14.2761,38.8948
17,9.55183,36.8687
17,18.9057,40.7292
17,25.9213,43.6331
17,22.1011,16.0886
17,2.26032,20.389
17,0.360499,25.7501
17,2.26032,20.389
17,-0.841861,31.1177
17,12.6446,12.5174
17,4.93557,16.3425
17,8.88128,13.4509
17,18.4369,13.994
17,30.2451,21.7003
17,26.578,19.157
17,34.8013,24.5556
17,13.8348,43.0317
17,4.04855,38.1315
17,8.84898,40.9443
17,0.948021,35.2607
17,21.4957,46.0737
17,17.9169,44.6374
17,39.1675,26.7556
17,40.1755,31.4477
17,43.8697,28.476
17,44.562,32.8775
17,30.83,46.0499
17,48.3507,29.8505
17,26.9063,48.5231
17,48.6876,34.1512
17,34.7008,48.3569
17,52.9689,35.5575
17,38.2979,50.9912
17,53.006,31.352
17,31.1977,50.8702
17,41.1026,53.3917
17,57.3075,37.0975
17,57.728,32.9884
17,35.1771,53.6232
17,61.4329,38.7199
17,45.1673,57.0324
17,38.2451,56.2006
17,62.2175,34.7201
17,48.0947,59.4217
17,66.1761,40.717
17,42.6596,60.1502
17,67.3705,36.8775
17,52.3879,62.7603
17,74.2524,44.1766
17,69.7097,42.222
17,45.8413,62.7387
17,71.206,38.5116
17,55.4678,65.398
17,78.2843,45.7182
17,50.4942,66.3722
17,80.5404,42.2326
17,76.1383,40.6304
17,82.5185,46.8222
17,58.7008,68.6848
17,85.188,43.2072
17,87.3215,47.4729
17,53.7707,69.3107
17,90.4277,43.686
17,81.124,60.9932
17,90.6451,47.7036
17,84.3149,57.3433
17,87.7945,55.3601
17,79.244,64.9548
17,94.04,43.8596
17,92.1597,54.998
17,89.2091,59.1106
17,85.0943,62.2932
17,96.0439,47.9853
17,61.6289,72.0608
17,78.3444,69.3116
17,82.9417,66.5236
18,68.6289,39.5894
18,20.8908,20.0795
18,5.93326,21.9732
18,12.6092,16.5164
18,5.93326,21.9732
18,8.65373,18.4672
18,16.094,17.3244
18,4.25935,26.8851
18,3.26944,31.7401
18,6.28134,34.7881
18,36.0161,29.7178
18,28.1973,25.1432
18,24.0874,22.2952
18,31.6647,27.3519
18,22.6593,42.226
18,14.2761,38.8948
18,9.55183,36.8687
18,18.9057,40.7292
18,25.9213,43.6331
18,22.1011,16.0886
18,2.26032,20.389
18,0.360499,25.7501
18,2.26032,20.389
18,-0.841861,31.1177
18,12.6446,12.5174
18,4.93557,16.3425
18,8.88128,13.4509
18,18.4369,13.994
18,30.2451,21.7003
18,26.578,19.157
18,34.8013,24.5556
18,13.8348,43.0317
18,4.04855,38.1315
18,8.84898,40.9443
18,0.948021,35.2607
18,21.4957,46.0737
18,17.9169,44.6374
18,39.1675,26.7556
18,40.1755,31.4477
18,43.8697,28.476
18,44.562,32.8775
18,30.83,46.0499
18,48.3507,29.8505
18,26.9063,48.5231
18,48.6876,34.1512
18,34.7008,48.3569
18,52.9689,35.5575
18,38.2979,50.9912
18,53.006,31.352
18,31.1977,50.8702
18,41.1026,53.3917
18,57.3075,37.0975
18,57.728,32.9884
18,35.1771,53.6232
18,61.4329,38.7199
18,45.1673,57.0324
18,38.2451,56.2006
18,62.2175,34.7201
18,48.0947,59.4217
18,66.1761,40.717
18,42.6596,60.1502
18,67.3705,36.8775
18,52.3879,62.7603
18,74.2524,44.1766
18,69.7097,42.222
18,45.8413,62.7387
18,71.206,38.5116
18,55.4678,65.398
18,78.2843,45.7182
18,50.4942,66.3722
18,80.5404,42.2326
18,76.1383,40.6304
18,82.5185,46.8222
18,58.7008,68.6848
18,85.188,43.2072
18,87.3215,47.4729
18,53.7707,69.3107
18,90.4277,43.686
18,81.124,60.9932
18,90.6451,47.7036
18,84.3149,57.3433
18,87.7945,55.3601
18,79.244,64.9548
18,94.04,43.8596
18,92.1597,54.998
18,89.2091,59.1106
18,85.0943,62.2932
18,96.0439,47.9853
18,61.6289,72.0608
18,78.3444,69.3116
18,82.9417,66.5236
18,100.14,48.5954
18,96.5363,56.0854
18,93.5232,59.332
18,99.8763,44.435
18,82.2404,71.2952
19,72.4949,41.2392
19,20.8908,20.0795
19,5.93326,21.9732
19,12.6092,16.5164
19,5.93326,21.9732
19,8.65373,18.4672
19,16.094,17.3244
19,4.25935,26.8851
19,3.26944,31.7401
19,6.28134,34.7881
19,36.0161,29.7178
19,28.1973,25.1432
19,24.0874,22.2952
19,31.6647,27.3519
19,22.6593,42.226
19,14.2761,38.8948
19,9.55183,36.8687
19,18.9057,40.7292
19,25.9213,43.6331
19,22.1011,16.0886
19,2.26032,20.389
19,0.360499,25.7501
19,2.26032,20.389
19,-0.841861,31.1177
19,12.6446,12.5174
19,4.93557,16.3425
19,8.88128,13.4509
19,18.4369,13.994
19,30.2451,21.7003
19,26.578,19.157
19,34.8013,24.5556
19,13.8348,43.0317
19,4.04855,38.1315
